Key,id,Japanese(ja),English(en)
MainScene-GameObject-Canvas-カフェの彼女.PNGFilePanel-TitleBar-TitleText,0,カフェの彼女.png,
MainScene-GameObject-Canvas-プレゼント.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine,0,ちょうどいい場所だ...,
MainScene-GameObject-Canvas-プレゼント.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (1),0,何をされているんですか？,
MainScene-GameObject-Canvas-プレゼント.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (2),0,彼女へのサプライズです,
MainScene-GameObject-Canvas-プレゼント.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (3),0,ここに住んでる方のお知り合いですか？,
MainScene-GameObject-Canvas-プレゼント.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (4),0,はい、まだ彼女には内緒なんです,
MainScene-GameObject-Canvas-プレゼント.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (5),0,...,
MainScene-GameObject-Canvas-プレゼント.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (6),0,一生懸命描いた絵なんです。,
MainScene-GameObject-Canvas-プレゼント.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (6.1),0,きっと喜んでもらえるはずです。,
MainScene-GameObject-Canvas-プレゼント.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (7),0,そうですか...,
MainScene-GameObject-Canvas-プレゼント.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (1)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-プレゼント.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (2)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-プレゼント.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (3)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-プレゼント.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (4)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-プレゼント.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (5)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-プレゼント.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (6)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-プレゼント.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (6.1)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-プレゼント.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (7)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-プレゼント.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-プレゼント.TXTFilePanel-InstructionText,0,発言者　（ドラッグして上の空欄にドロップ）,
MainScene-GameObject-Canvas-プレゼント.TXTFilePanel-ProgressPanel-Text (TMP),0,進捗度：  /9,
MainScene-GameObject-Canvas-プレゼント.TXTFilePanel-SpeakerPalette-Landlord-Text (TMP),0,大家さん,
MainScene-GameObject-Canvas-プレゼント.TXTFilePanel-SpeakerPalette-MainCharacter-Text (TMP),0,ぼく,
MainScene-GameObject-Canvas-プレゼント.TXTFilePanel-TitleBar-TitleText,0,プレゼント.txt,
MainScene-GameObject-Canvas-願いFilePanel-願いファイル-被害者の手記.pdf-Text (TMP),0,被害者の手記.pdf,
MainScene-GameObject-Canvas-願いFilePanel-願いファイル-父親からの手紙.pdf-Text (TMP),0,父親からの手紙.pdf,
MainScene-GameObject-Canvas-願いFilePanel-願いファイル-娘からのお願い-Text (TMP),0,娘からのお願い,
MainScene-GameObject-Canvas-記録FilePanel-記録ファイル-警察記録.pdf-Text (TMP),0,警察記録.pdf,
MainScene-GameObject-Canvas-記録FilePanel-記録ファイル-事故報告書.pdf-Text (TMP),0,事故報告書.pdf,
MainScene-GameObject-Canvas-記録FilePanel-記録ファイル-診断書.pdf-Text (TMP),0,診断書.pdf,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine,0,あ、こんにちは。偶然ですね,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (1),0,こんにちは・・・,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (10),0,いいですね！,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (11),0,フランス文学好きな人、あまり周りにいなくて,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (12),0,これ、僕の連絡先です。,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (13),0,よかったらメッセージください！,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (14),0,ありがとうございます。私も連絡先教えますね,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (2),0,あ、前にもカフェに来てましたね,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (3),0,僕も常連で、よく見かけるので,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (4),0,私も週に2回くらい来るんです。,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (5),0,静かで本が読みやすくて,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (6),0,その本、プルーストですよね。,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (7),0,僕も読んだことあります,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (8),0,えっ、本当ですか！？珍しい,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (9),0,あの、もしよければ文学の話でも...,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (1)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (10)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (11)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (12)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (13)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (14)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (2)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (3)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (4)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (5)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (6)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (7)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (8)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (9)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-InstructionText,0,発言者　（ドラッグして上の空欄にドロップ）,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ProgressPanel-Text (TMP),0,進捗度：  /15,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-SpeakerPalette-MainCharacter-Text (TMP),0,ぼく,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-SpeakerPalette-Woman-Text (TMP),0,彼女,
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-TitleBar-TitleText,0,偶然の再会.txt,
MainScene-GameObject-Canvas-警察記録.PDFFilePanel-DocumentArea-DateText,0,届出日：2023年6月12日,
MainScene-GameObject-Canvas-警察記録.PDFFilePanel-DocumentArea-Line1Text,0,"被害者：佐藤 美咲（22歳）
被害内容：ストーカー行為",
MainScene-GameObject-Canvas-警察記録.PDFFilePanel-DocumentArea-Line1Text (1),0,被害者の証言：,
MainScene-GameObject-Canvas-警察記録.PDFFilePanel-DocumentArea-Line1Text (2),0,尾行,
MainScene-GameObject-Canvas-警察記録.PDFFilePanel-DocumentArea-Line1Text (3),0,脅迫,
MainScene-GameObject-Canvas-警察記録.PDFFilePanel-DocumentArea-Line1Text (4),0,侵入,
MainScene-GameObject-Canvas-警察記録.PDFFilePanel-DocumentArea-Line2Text,0,"約3ヶ月前から知らない男性に付きまとわれるようになりました。最初はカフェでの偶然の出会いだと思っていましたが、その後SNSで見つけられ、連絡が来るようになりました。初めは文学の話などで返信していましたが、次第に　　されていることに気づきました。通勤経路や行きつけの場所を知られており、自宅の周辺で見かけることも増えました。
先週からは　　めいたメッセージが増え、「僕たちは特別な関係なのに」「なぜ避けるのか」などと執拗に連絡が来ます。昨日は自宅のポストに知らないうちに手紙が入れられており、　　されたのではないかと不安です。",
MainScene-GameObject-Canvas-警察記録.PDFFilePanel-DocumentArea-Line3Text,0,"対応状況：
　・被害者宅周辺のパトロール強化
　・被疑者への接触禁止の警告
　・被害者への安全指導実施済み",
MainScene-GameObject-Canvas-警察記録.PDFFilePanel-TitleBar-TitleText,0,警察記録.pdf,
MainScene-GameObject-Canvas-警察署前.PNGFilePanel-TitleBar-TitleText,0,警察署前.png,
MainScene-GameObject-Canvas-喧嘩.PNGFilePanel-TitleBar-TitleText,0,喧嘩.png,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine,0,もうやめろ、頼む,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (1),0,何をやめろって？,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (2),0,彼女の家の前で待ち伏せしてるって聞いたぞ,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (3),0,誰が言ったんだ,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (4),0,関係ない。お前、おかしくなってる,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (5),0,ぼくが何をした？彼女を愛しているだけだ,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (6),0,これは愛じゃない,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (7),0,僕たちのことは君には理解できないよ,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (8),0,彼女は怖がってるんだぞ,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (9),0,そんなわけないだろ、何をバカなことを...,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (1)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (2)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (3)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (4)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (5)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (6)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (7)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (8)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (9)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-InstructionText,0,発言者　（ドラッグして上の空欄にドロップ）,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ProgressPanel-Text (TMP),0,進捗度：  /10,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-SpeakerPalette-Friend-Text (TMP),0,友人,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-SpeakerPalette-MainCharacter-Text (TMP),0,ぼく,
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-TitleBar-TitleText,0,最後の警告.txt,
MainScene-GameObject-Canvas-思い出FilePanel-思い出ファイル-カフェの彼女.png-Text (TMP),0,カフェの彼女.png,
MainScene-GameObject-Canvas-思い出FilePanel-思い出ファイル-偶然の再会.txt-Text (TMP),0,偶然の再会.txt,
MainScene-GameObject-Canvas-思い出FilePanel-思い出ファイル-似顔絵.png-Text (TMP),0,似顔絵,
MainScene-GameObject-Canvas-思い出FilePanel-思い出ファイル-初めて見かけた日.txt-Text (TMP),0,初めて見かけた日.txt,
MainScene-GameObject-Canvas-思い出FilePanel-思い出ファイル-通勤路.png-Text (TMP),0,通勤路.png,
MainScene-GameObject-Canvas-思い出FilePanel-思い出ファイル-彼女のこと.txt-Text (TMP),0,彼女のこと.txt,
MainScene-GameObject-Canvas-事故報告書.PDFFilePanel-DocumentArea-Line1Text,0,"発生日時：2023年7月28日 22:47
発生場所：東京都新宿区桜町△-□□（　　　　　　）
    天候：雨
道路状況：路面湿潤、横断歩道なし",
MainScene-GameObject-Canvas-事故報告書.PDFFilePanel-DocumentArea-Line1Text (1),0,被害者宅付近,
MainScene-GameObject-Canvas-事故報告書.PDFFilePanel-DocumentArea-Line2Text,0,"事故状況：鈴木啓太（28歳・歩行者）が深夜、住宅街の路上を歩行中、横断歩道のない場所で急に車道に飛び出したところ、山田浩二（52歳・乗用車運転手）の運転する乗用車と衝突。走行車は制限速度内で走行しており、雨天による視界不良と急な飛び出しにより回避できなかった。

目撃者証言：
・目撃者Aの証言によると、鈴木啓太は事故直前、マンションの外を　　　　　　　の様子で、何かに気を取られていたとのこと。
・目撃者Bは「車道に向かって走り出す直前、誰かを押すような動作をしていた」と証言。ただし雨天のため詳細は不明。",
MainScene-GameObject-Canvas-事故報告書.PDFFilePanel-DocumentArea-Line2Text (1),0,ストーキング中,
MainScene-GameObject-Canvas-事故報告書.PDFFilePanel-DocumentArea-Line3Text,0,"負傷状況：
鈴木啓太：頭部外傷、右足骨折、　　　　の状態で病院搬送
山田浩二：軽度の首の痛み、ショック症状",
MainScene-GameObject-Canvas-事故報告書.PDFFilePanel-DocumentArea-Line3Text (1),0,意識不明,
MainScene-GameObject-Canvas-事故報告書.PDFFilePanel-TitleBar-TitleText,0,事故報告書.pdf,
MainScene-GameObject-Canvas-似顔絵.PNGFilePanel-TitleBar-TitleText,0,似顔絵.png,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine,0,最近連絡がつかないけど、大丈夫？,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (1),0,心配してるんだ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (10),0,特に何もないです。ただ忙しいだけ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (11),0,いつなら会える？,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (12),0,返事がないと不安になるよ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (13),0,昨日あなたのアパートの前を通りかかったんだ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (14),0,どうして僕を避けるの？特別な関係でしょ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (15),0,もう連絡しないでください,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (16),0,どうして？何があったの？,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (17),0,警察に相談しますよ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (18),0,僕はただ心配で...,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (2),0,何か怒らせてしまったかな？,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (3),0,返事をくれたら嬉しいです,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (4),0,プルーストの新しい解釈について話したい,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (5),0,すみません、最近忙しくて,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (6),0,しばらく返信できないと思います,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (7),0,何かあったの？手伝えることがあれば言って,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (8),0,体調を崩したりしてないよね？,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (9),0,僕が何かしたのなら謝るよ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (1)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (10)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (11)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (12)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (13)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (14)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (15)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (16)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (17)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (18)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (2)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (3)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (4)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (5)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (6)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (7)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (8)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea (9)-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DropAreas-DropArea-Text (TMP),0,ここにドロップ,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-InstructionText,0,発言者　（ドラッグして上の空欄にドロップ）,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ProgressPanel-Text (TMP),0,進捗度：  /19,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-SpeakerPalette-MainCharacter-Text (TMP),0,ぼく,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-SpeakerPalette-Woman-Text (TMP),0,彼女,
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-TitleBar-TitleText,0,初めての喧嘩？.txt,
MainScene-GameObject-Canvas-初めて見かけた日.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine,0,あのカフェ、雰囲気よかったよね,
MainScene-GameObject-Canvas-初めて見かけた日.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (1),0,そうだな、コーヒーも美味しかったし,
MainScene-GameObject-Canvas-初めて見かけた日.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (10),0,また行くのかよ,
MainScene-GameObject-Canvas-初めて見かけた日.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (2),0,あそこにいた女の子、すごく印象的だった,
MainScene-GameObject-Canvas-初めて見かけた日.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (3),0,どの子？,
