Key,id,Japanese(ja),English(en)
MainScene-GameObject-Canvas-記録FilePanel-記録ファイル-警察記録.pdf-Text (TMP),0,警察記録.pdf,Police Record.pdf
MainScene-GameObject-Canvas-記録FilePanel-記録ファイル-事故報告書.pdf-Text (TMP),0,事故報告書.pdf,Accident Report.pdf
MainScene-GameObject-Canvas-記録FilePanel-記録ファイル-診断書.pdf-Text (TMP),0,診断書.pdf,Medical Diagnosis.pdf
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine,0,あ、こんにちは。偶然ですね,"Oh,hello. What a coincidence"
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (1),0,こんにちは・・・,Hello...
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (10),0,いいですね！,That's great!
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (11),0,フランス文学好きな人、あまり周りにいなくて,Not many people around like French literature
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (12),0,これ、僕の連絡先です。,This is my contact information.
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (13),0,よかったらメッセージください！,Please message me if you'd like!
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (14),0,ありがとうございます。私も連絡先教えますね,Thank you. I'll give you my contact too
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (2),0,あ、前にもカフェに来てましたね,"Ah,you've been to this cafe before"
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (3),0,僕も常連で、よく見かけるので,"I'm a regular too,I often see you"
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (4),0,私も週に2回くらい来るんです。,I come here about twice a week too.
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (5),0,静かで本が読みやすくて,It's quiet and easy to read books
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (6),0,その本、プルーストですよね。,"That book is Proust,isn't it?"
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (7),0,僕も読んだことあります,I've read it too
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (8),0,えっ、本当ですか！？珍しい,Really!? That's rare
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (9),0,あの、もしよければ文学の話でも...,"Um,if you'd like,we could talk about literature..."
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-InstructionText,0,発言者　（ドラッグして上の空欄にドロップ）,Speaker (Drag and drop to the box above)
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-ProgressPanel-Text (TMP),0,進捗度：  /15,Progress:  /15
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-SpeakerPalette-MainCharacter-Text (TMP),0,ぼく,Me
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-SpeakerPalette-Woman-Text (TMP),0,彼女,Her
MainScene-GameObject-Canvas-偶然の再会.TXTFilePanel-TitleBar-TitleText,0,偶然の再会.txt,Chance Encounter.txt
MainScene-GameObject-Canvas-警察記録.PDFFilePanel-DocumentArea-DateText,0,届出日：2023年6月12日,"Report Date: June 12,'2023"
MainScene-GameObject-Canvas-警察記録.PDFFilePanel-DocumentArea-Line1Text,0,"被害者：佐藤 美咲（22歳）
被害内容：ストーカー行為","Victim: Misaki Sato (22 years old)
Incident: Stalking behavior"
MainScene-GameObject-Canvas-警察記録.PDFFilePanel-DocumentArea-Line1Text (1),0,被害者の証言：,Victim's testimony:
MainScene-GameObject-Canvas-警察記録.PDFFilePanel-DocumentArea-Line1Text (2),0,尾行,Stalking
MainScene-GameObject-Canvas-警察記録.PDFFilePanel-DocumentArea-Line1Text (3),0,脅迫,Threats
MainScene-GameObject-Canvas-警察記録.PDFFilePanel-DocumentArea-Line1Text (4),0,侵入,Intrusion
MainScene-GameObject-Canvas-警察記録.PDFFilePanel-DocumentArea-Line2Text,0,"約3ヶ月前から知らない男性に付きまとわれるようになりました。最初はカフェでの偶然の出会いだと思っていましたが、その後SNSで見つけられ、連絡が来るようになりました。初めは文学の話などで返信していましたが、次第に　　　されていることに気づきました。通勤経路や行きつけの場所を知られており、自宅の周辺で見かけることも増えました。
先週からは　　　あいたメッセージが増え、「僕たちは特別な関係なのに」「なぜ避けるのか」などと執拗に連絡が来ます。昨日は自宅のポストに知らないうちに手紙が入れられており、　　　されたのではないかと不安です。","About 3 months ago, an unknown man began following me. At first I thought it was a chance encounter at a cafe, but later he found me on social media and started contacting me. Initially I replied about literature topics, but gradually realized I was being watched. He knows my commute route and usual places, and I've seen him around my home more frequently.
Since last week, threatening messages have increased, with persistent contact saying things like 'we have a special relationship' and 'why are you avoiding me?' Yesterday, a letter was placed in my mailbox without my knowledge, and I'm anxious that I may have been watched."
MainScene-GameObject-Canvas-警察記録.PDFFilePanel-DocumentArea-Line3Text,0,"対応状況：
　・被害者宅周辺のパトロール強化
　・被疑者への接触禁止の警告
　・被害者への安全指導実施済み","Response status:
　・Enhanced patrol around victim's residence
　・Warning issued to suspect prohibiting contact
　・Safety guidance provided to victim"
MainScene-GameObject-Canvas-警察記録.PDFFilePanel-TitleBar-TitleText,0,警察記録.pdf,Police Record.pdf
MainScene-GameObject-Canvas-警察署前.PNGFilePanel-TitleBar-TitleText,0,警察署前.png,Police Station.png
MainScene-GameObject-Canvas-喧嘩.PNGFilePanel-TitleBar-TitleText,0,喧嘩.png,Argument.png
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine,0,もうやめろ、頼む,"Stop it already,please"
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (1),0,何をやめろって？,Stop what?
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (2),0,彼女の家の前で待ち伏せしてるって聞いたぞ,I heard you're waiting in front of her house
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (3),0,誰が言ったんだ,Who told you that?
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (4),0,関係ない。お前、おかしくなってる,That doesn't matter. You're acting strange
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (5),0,ぼくが何をした？彼女を愛してるだけだ,What did I do? I just love her
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (6),0,これは愛じゃない,This isn't love
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (7),0,僕たちのことは君には理解できないよ,You can't understand what we have
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (8),0,彼女は怖がってるんだぞ,She's frightened
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (9),0,そんなわけないだろ、何をバカなことを...,"That can't be true,what nonsense..."
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-InstructionText,0,発言者　（ドラッグして上の空欄にドロップ）,Speaker (Drag and drop to the box above)
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-ProgressPanel-Text (TMP),0,進捗度：  /10,Progress:  /10
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-SpeakerPalette-Friend-Text (TMP),0,友人,Friend
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-SpeakerPalette-MainCharacter-Text (TMP),0,ぼく,Me
MainScene-GameObject-Canvas-最後の警告.TXTFilePanel-TitleBar-TitleText,0,最後の警告.txt,Final Warning.txt
MainScene-GameObject-Canvas-思い出FilePanel-思い出ファイル-カフェの彼女.png-Text (TMP),0,カフェの彼女.png,Girl at the Cafe.png
MainScene-GameObject-Canvas-思い出FilePanel-思い出ファイル-偶然の再会.txt-Text (TMP),0,偶然の再会.txt,Chance Encounter.txt
MainScene-GameObject-Canvas-思い出FilePanel-思い出ファイル-似顔絵.png-Text (TMP),0,似顔絵,Portrait
MainScene-GameObject-Canvas-思い出FilePanel-思い出ファイル-初めて見かけた日.txt-Text (TMP),0,初めて見かけた日.txt,First Day I Saw Her.txt
MainScene-GameObject-Canvas-思い出FilePanel-思い出ファイル-通勤路.png-Text (TMP),0,通勤路.png,Commute Route.png
MainScene-GameObject-Canvas-思い出FilePanel-思い出ファイル-彼女のこと.txt-Text (TMP),0,彼女のこと.txt,About Her.txt
MainScene-GameObject-Canvas-事故報告書.PDFFilePanel-DocumentArea-Line1Text,0,"発生日時：2023年7月28日 22:47
発生場所：東京都新宿区桜町△-□□（　　　　　　）
    天候：雨

道路状況：路面湿潤、横断歩道なし","Incident Date: July 28, 2023 22:47
Location: Sakura-cho, Shinjuku-ku, Tokyo △-□□ (　　　　　　)
    Weather: Rain

Road Conditions: Wet surface, no crosswalk"
MainScene-GameObject-Canvas-事故報告書.PDFFilePanel-DocumentArea-Line1Text (1),0,被害者宅付近,Near victim's residence
MainScene-GameObject-Canvas-事故報告書.PDFFilePanel-DocumentArea-Line2Text,0,"事故状況：鈴木啓太（28歳・歩行者）が深夜、住宅街の路上を歩行中、横断歩道のない場所で急に車道に飛び出したところ、山田浩二（52歳・乗用車運転手）の運転する乗用車と衝突。走行車は制限速度内で走行しており、雨天による視界不良と急な飛び出しにより回避できなかった。


目撃者証言：
・目撃者Aの証言によると、鈴木啓太は事故直前、マンションの外を　　　　　　　の様子で、何かに気を取られていたとのこと。
・目撃者Bは「車道に向かって走り出す直前、誰かを押すような動作をしていた」と証言。ただし雨天のため詳細は不明。","Incident Description: Keita Suzuki (28, pedestrian) was walking on a residential street late at night when he suddenly darted into the roadway where there was no crosswalk, colliding with a passenger car driven by Koji Yamada (52, driver). The vehicle was traveling within the speed limit, and the collision could not be avoided due to poor visibility from rain and the sudden emergence.


Witness Testimonies:
・According to witness A's testimony, Keita Suzuki appeared to be _______ outside the apartment building just before the accident, seemingly distracted by something.
・Witness B testified that ""just before running toward the roadway, he was making pushing motions toward someone."" However, details are unclear due to the rain."
MainScene-GameObject-Canvas-事故報告書.PDFFilePanel-DocumentArea-Line2Text (1),0,ストーキング中,stalking
MainScene-GameObject-Canvas-事故報告書.PDFFilePanel-DocumentArea-Line3Text,0,"負傷状況：
鈴木啓太：頭部外傷、右足骨折、　　　　の状態で病院搬送
山田浩二：軽度の首の痛み、ショック症状","Injury Status:
Keita Suzuki: Head trauma, right leg fracture, transported to hospital in _______ condition
Koji Yamada: Mild neck pain, shock symptoms"
MainScene-GameObject-Canvas-事故報告書.PDFFilePanel-DocumentArea-Line3Text (1),0,意識不明,unconscious
MainScene-GameObject-Canvas-事故報告書.PDFFilePanel-TitleBar-TitleText,0,事故報告書.pdf,Accident Report.pdf
MainScene-GameObject-Canvas-似顔絵.PNGFilePanel-TitleBar-TitleText,0,似顔絵.png,Portrait.png
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine,0,最近連絡がつかないけど、大丈夫？,I haven't been able to reach you lately. Are you okay?
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (1),0,心配してるんだ,I'm worried about you
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (10),0,特に何もないです。ただ忙しいだけ,Nothing in particular. I'm just busy
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (11),0,いつなら会える？,When can we meet?
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (12),0,返事がないと不安になるよ,I get anxious when you don't reply
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (13),0,昨日あなたのアパートの前を通りかかったんだ,I happened to pass by your apartment yesterday
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (14),0,どうして僕を避けるの？特別な関係でしょ,Why are you avoiding me? We have a special relationship
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (15),0,もう連絡しないでください,Please don't contact me anymore
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (16),0,どうして？何があったの？,Why? What happened?
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (17),0,警察に相談しますよ,I'll consult the police
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (18),0,僕はただ心配で...,I'm just worried...
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (2),0,何か怒らせてしまったかな？,Did I do something to upset you?
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (3),0,返事をくれたら嬉しいです,I'd be happy if you could reply
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (4),0,プルーストの新しい解釈について話したい,I want to talk about new interpretations of Proust
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (5),0,すみません、最近忙しくて,"Sorry,I've been busy lately"
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (6),0,しばらく返信できないと思います,I don't think I'll be able to reply for a while
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (7),0,何かあったの？手伝えることがあれば言って,Did something happen? Let me know if I can help
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (8),0,体調を崩したりしてないよね？,You haven't gotten sick or anything?
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (9),0,僕が何かしたのなら謝るよ,If I did something wrong I'll apologize
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-InstructionText,0,発言者　（ドラッグして上の空欄にドロップ）,Speaker (Drag and drop to the blank area above)
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-ProgressPanel-Text (TMP),0,進捗度：  /19,Progress:  /19
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-SpeakerPalette-MainCharacter-Text (TMP),0,ぼく,me
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-SpeakerPalette-Woman-Text (TMP),0,彼女,her
MainScene-GameObject-Canvas-初めての喧嘩.TXTFilePanel-TitleBar-TitleText,0,初めての喧嘩？.txt,First Fight?.txt
MainScene-GameObject-Canvas-初めて見かけた日.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine,0,あのカフェ、雰囲気よかったよね,That cafe had a nice atmosphere
MainScene-GameObject-Canvas-初めて見かけた日.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (1),0,そうだな、コーヒーも美味しかったし,Yeah the coffee was good too
MainScene-GameObject-Canvas-初めて見かけた日.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (10),0,また行くのかよ,You're going again?
MainScene-GameObject-Canvas-初めて見かけた日.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (2),0,あそこにいた女の子、すごく印象的だった,The girl who was there was really striking
MainScene-GameObject-Canvas-初めて見かけた日.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (3),0,どの子？,Which one?
MainScene-GameObject-Canvas-初めて見かけた日.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (4),0,窓際の席で本を読んでた子。,The one reading a book by the window
MainScene-GameObject-Canvas-初めて見かけた日.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (5),0,『失われた時を求めて』を読んでたよ,She was reading 'In Search of Lost Time'
MainScene-GameObject-Canvas-初めて見かけた日.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (6),0,へぇ、そんなに気になったの？,Huh you were that interested?
MainScene-GameObject-Canvas-初めて見かけた日.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (7),0,ぼくも好きな本なんだ...特別な感じする,It's a book I like too... It feels special
MainScene-GameObject-Canvas-初めて見かけた日.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (8),0,ふーん、そうなんだ,Hmm I see
MainScene-GameObject-Canvas-初めて見かけた日.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (9),0,また行ってみようかな,Maybe I'll go again
MainScene-GameObject-Canvas-初めて見かけた日.TXTFilePanel-InstructionText,0,発言者　（ドラッグして上の空欄にドロップ）,Speaker (Drag and drop to the blank area above)
MainScene-GameObject-Canvas-初めて見かけた日.TXTFilePanel-ProgressPanel-Text (TMP),0,進捗度：  /11,Progress:  /11
MainScene-GameObject-Canvas-初めて見かけた日.TXTFilePanel-SpeakerPalette-Friend-Text (TMP),0,友人,friend
MainScene-GameObject-Canvas-初めて見かけた日.TXTFilePanel-SpeakerPalette-MainCharacter-Text (TMP),0,ぼく,me
MainScene-GameObject-Canvas-初めて見かけた日.TXTFilePanel-TitleBar-TitleText,0,初めて見かけた日.txt,First Time I Saw Her.txt
MainScene-GameObject-Canvas-親友からの忠告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine,0,最近どうしたんだよ、全然連絡取れないじゃないか,What's wrong with you lately? I can't reach you at all
MainScene-GameObject-Canvas-親友からの忠告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (1),0,忙しかったんだ。彼女のことで,I've been busy. With her
MainScene-GameObject-Canvas-親友からの忠告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (2),0,彼女って...またあの子か？,Her... that girl again?
MainScene-GameObject-Canvas-親友からの忠告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (3),0,うん、もっと特別な関係になれそうなんだ,Yeah we might become even more special
MainScene-GameObject-Canvas-親友からの忠告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (4),0,お前、まだ粘着してるのか,Dude are you still obsessing over her?
MainScene-GameObject-Canvas-親友からの忠告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (5),0,粘着なんかじゃない。愛だよ,It's not obsessing. It's love
MainScene-GameObject-Canvas-親友からの忠告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (6),0,これは恋愛じゃなくてストーキングだよ,This isn't romance it's stalking
MainScene-GameObject-Canvas-親友からの忠告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (7),0,彼女は僕のことを理解していないだけだ,She just doesn't understand me yet
MainScene-GameObject-Canvas-親友からの忠告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (8),0,警察沙汰になるぞ、マジで,This is going to involve the police seriously
MainScene-GameObject-Canvas-親友からの忠告.TXTFilePanel-ContentScrollView-Viewport-Content-DialogueArea-DialogLine (9),0,なぜ？彼女は喜んでいるよ,Why? She's happy about it
MainScene-GameObject-Canvas-親友からの忠告.TXTFilePanel-InstructionText,0,発言者　（ドラッグして上の空欄にドロップ）,Speaker (Drag and drop to the blank area above)
MainScene-GameObject-Canvas-親友からの忠告.TXTFilePanel-ProgressPanel-Text (TMP),0,進捗度：  /10,Progress:  /10
MainScene-GameObject-Canvas-親友からの忠告.TXTFilePanel-SpeakerPalette-Friend-Text (TMP),0,友人,friend
MainScene-GameObject-Canvas-親友からの忠告.TXTFilePanel-SpeakerPalette-MainCharacter-Text (TMP),0,ぼく,me
MainScene-GameObject-Canvas-親友からの忠告.TXTFilePanel-TitleBar-TitleText,0,親友からの忠告.txt,Warning from a Close Friend.txt
MainScene-GameObject-Canvas-診断書.PDFFilePanel-DocumentArea-Line1Text,0,"患者氏名：鈴木 啓太
年齢：28歳","Patient Name: Keita Suzuki
Age: 28"
MainScene-GameObject-Canvas-診断書.PDFFilePanel-DocumentArea-Line2Text,0,"診断：　　　　　、急性ストレス反応あり
","Diagnosis: _______, with acute stress reaction
"
MainScene-GameObject-Canvas-診断書.PDFFilePanel-DocumentArea-Line2Text (1),0,妄想性障害,Delusional disorder
